account_handle,COVID_tweet,total_tweets_from_feb1_to_may30,perc_en,max_followers,merged_top100,ideology2,phi
CJ1two,0.027027,74,1,1660676,master only (1),-1.564311954,
TheCooksCook,0.027027,74,1,1297239,master only (1),0,
marieclaire,0.0269831,3076,1,2255378,master only (1),-0.850807856,
CharlieDaniels,0.026972,1965,1,1001812,master only (1),1.850913257,
RonanFarrow,0.0269058,446,1,1009755,master only (1),0.421366895,
violadavis,0.0268456,298,1,1244461,master only (1),-1.604385854,
BellatorMMA,0.026601,1015,1,509454,master only (1),0,
beabinene,0.0265957,188,1,1231079,master only (1),-0.378310834,
helloross,0.0265781,301,1,540486,master only (1),0.339725046,
MirandaKerr,0.0265487,113,1,5268689,master only (1),-0.747427984,
SandervanDoorn,0.0265487,113,1,771400,master only (1),-2.092051211,
obj,0.0263158,38,1,4070580,master only (1),0.080304561,
KPBofficial,0.0263158,76,1,1728632,master only (1),-0.488748145,
llcoolj,0.0263158,456,1,5048245,master only (1),0.256458078,
kerrywashington,0.0261248,689,1,5336290,master only (1),-1.585025101,
barbieeimperial,0.026087,115,1,624090,master only (1),0,
snooki,0.026087,115,1,6277731,master only (1),0.705460898,
JayBilas,0.0259403,771,1,1959212,master only (1),0,
stacyplays,0.0259067,193,1,743569,master only (1),-0.820474991,
PauleyP,0.0257732,194,1,740691,master only (1),-1.346906317,
kalpenn,0.025641,39,1,614857,master only (1),-1.174805045,
Atlee_dir,0.025641,78,1,3019176,master only (1),0,
drewbrees,0.025641,117,1,3222396,master only (1),0.629591248,
PaulStanleyLive,0.025641,117,1,509716,master only (1),0.421051363,
bretmanrock,0.0254237,236,1,4743468,master only (1),-0.974462698,
rosemcgowan,0.0252525,198,1,924765,master only (1),-1.265407513,
AlexanderWangNY,0.0252101,119,1,764523,master only (1),0.14586277,
quenblackwell,0.0251572,159,1,1558692,master only (1),0,
CupcakKe_rapper,0.025,40,1,515435,master only (1),0,
IssaRae,0.025,40,1,1260962,master only (1),-1.2127321,
kScodders,0.025,40,1,664140,master only (1),-0.193243347,
YoungNerdStar,0.025,40,1,1145539,master only (1),0,
WValderrama,0.025,80,1,740782,master only (1),0.478107632,
KOlusola,0.025,120,1,1073704,master only (1),0.290977548,
carterreynolds,0.025,160,1,2827123,master only (1),1.553969737,
LanaRhoades,0.025,240,1,1186895,master only (1),0,
titoortiz,0.025,240,1,562208,master only (1),1.125126852,
emmerdale,0.0248344,604,1,1264599,master only (1),0,
SalVulcano,0.0247934,121,1,1099443,master only (1),-0.020801569,
JeffreyHayzlett,0.024735,283,1,584873,master only (1),1.177731667,
davidwarner31,0.0246914,162,1,1980810,master only (1),0.809859851,
Soundsultan,0.0244141,1024,1,981522,master only (1),-0.052416965,
christiand,0.0243902,41,1,1309105,master only (1),0,
reymysterio,0.0243902,41,1,2358074,master only (1),0,
sautisol,0.0243309,411,1,818570,master only (1),1.027413818,
Cudlitz,0.0241935,124,1,704950,master only (1),-0.564251107,
AROD,0.0240385,208,1,1291051,master only (1),0.406565263,
kmichelle,0.0240385,416,1,1687199,master only (1),0,
PeterPsquare,0.024024,333,1,2436837,master only (1),-1.335292484,
TomFletcher,0.0239234,209,1,1324160,master only (1),-0.246821381,
DeenaNicoleMTV,0.0238663,419,1,1469856,master only (1),0.656301234,
Lazarbeam,0.0238095,126,1,1008348,master only (1),1.077913564,
karrueche,0.0238095,168,1,841617,master only (1),-0.402243977,
SympLySimi,0.0236531,1522,1,2286383,master only (1),-1.078865169,
AlyciaTyre,0.0236101,1313,1,629063,master only (1),0,
eddieizzard,0.0235294,170,1,4495768,master only (1),-0.571422515,
reginae_carter1,0.0235294,255,1,878315,master only (1),-0.236523067,
JalenRose,0.0235294,340,1,1787339,master only (1),-1.389383884,
adamlambert,0.0233918,171,1,2464243,master only (1),-1.521336655,
shreyaghoshal,0.0233766,385,1,7033471,master only (1),-0.821056577,
LanaWWE,0.0233645,428,1,1195601,master only (1),0,
DONJAZZY,0.0233236,686,1,4652652,master only (1),-1.022186221,
Calum5SOS,0.0232558,43,1,7214160,master only (1),-0.899654508,
StephenMerchant,0.0232558,43,1,634835,master only (1),-0.077467887,
ronanofficial,0.0231214,173,1,509761,master only (1),-0.204468121,
billburr,0.0230769,260,1,1444879,master only (1),0.514421637,
G2A_com,0.0230179,391,1,734763,master only (1),0,
KirkoBangz,0.0229885,174,1,709844,master only (1),0.679384015,
benstokes38,0.0229008,131,1,745971,master only (1),-0.060614597,
Michael5SOS,0.0229008,131,1,10416802,master only (1),-1.153764813,
yandysmith,0.0229008,262,1,883295,master only (1),-0.558653219,
FinnBalor,0.0227273,88,1,1476753,master only (1),0.38089614,
camerondallas,0.0227273,132,1,15904791,master only (1),0,
patorankingfire,0.0225806,310,1,2114523,master only (1),-0.4235798,
erwanheussaff,0.0225564,133,1,1537364,master only (1),0.567710676,
IAmAlanWalker,0.0224719,178,1,711745,master only (1),0.681709093,
Nasty_CSA,0.0224719,267,1,1538597,master only (1),-0.364580446,
vincenzonibali,0.0222222,45,1,580245,master only (1),0,
ZooeyDeschanel,0.0222222,45,1,6205326,master only (1),-0.930919763,
MikePosner,0.0222222,90,1,719730,master only (1),0,
BBNaija,0.0222222,135,1,628164,master only (1),0,
Matt_Barnes22,0.0222222,135,1,545903,master only (1),-0.803502181,
TraceeEllisRoss,0.0222222,180,1,1227190,master only (1),-2.008551062,
GuyFieri,0.0222222,270,1,3426936,master only (1),0.332663688,
VickiChase,0.022082,317,1,704618,master only (1),-0.420877944,
Timbaland,0.0220751,453,1,1595548,master only (1),-0.516164292,
G_Eazy,0.0220588,136,1,3623180,master only (1),-1.006726702,
JheneAiko,0.0220588,272,1,2381003,master only (1),0,
levie,0.0220264,227,1,2442397,master only (1),-2.169010707,
themichaelowen,0.021978,91,1,3834360,master only (1),1.115452165,
BrookeLVincent,0.0217391,46,1,573950,master only (1),0,
LennyKravitz,0.0217391,46,1,4958080,master only (1),-0.929170894,
tobymac,0.0217391,92,1,628849,master only (1),0.589674937,
VickieGuerrero,0.021645,231,1,794526,master only (1),0.55250984,
tanamongeau,0.0215589,1206,1,2299687,master only (1),-1.518785338,
Iceprincezamani,0.0215054,279,1,2493366,master only (1),-0.600702409,
TPAIN,0.0214592,466,1,1212665,master only (1),0.038099528,
MissAmyChilds,0.0214286,140,1,1369072,master only (1),0.728231091,
ZachLowe_NBA,0.0214008,514,1,833846,master only (1),-1.39813453,
dpanabaker,0.0213904,187,1,760776,master only (1),-1.243362922,
BunBTrillOG,0.0213675,234,1,1114535,master only (1),-1.479461093,
Alistairovereem,0.0212766,47,1,504330,master only (1),1.186934839,
DierksBentley,0.0212766,47,1,2674492,master only (1),1.059067403,
RanaDaggubati,0.0212766,47,1,5918773,master only (1),0.603304348,
RealTristan13,0.0212766,47,1,669054,master only (1),0,
bobatl,0.0212766,94,1,2109404,master only (1),0,
emmachamberlain,0.0212766,94,1,2788454,master only (1),-0.8866841,
derekhough,0.0212766,141,1,834138,master only (1),0.104967088,
MelissaPonzio1,0.0212766,141,1,599909,master only (1),-1.353241593,
sza,0.0212766,141,1,3224248,master only (1),-2.338586857,
DaveRamsey,0.021164,189,1,952742,master only (1),2.297765662,
E4Chelsea,0.021164,189,1,614692,master only (1),-1.075478985,
GroovyBruce,0.0211268,142,1,518672,master only (1),-0.634793504,
DaBabyDaBaby,0.0210526,95,1,1684338,master only (1),0,
imLucyWatson,0.0210526,95,1,869511,master only (1),-0.452684713,
GloriaEstefan,0.020979,143,1,544609,master only (1),-0.830660324,
SaraSampaio,0.020979,143,1,915698,master only (1),0.270862483,
brainpicker,0.0209205,1673,1,915025,master only (1),-1.38235363,
EzekielElliott,0.0208333,48,1,2155295,master only (1),-1.510024564,
NikkieTutorials,0.0208333,144,1,2085374,master only (1),0.334389904,
nickcarter,0.0208333,240,1,677316,master only (1),0.321764605,
SwaeLee,0.0208333,288,1,826184,master only (1),1.290614061,
DuffMcKagan,0.0206186,97,1,1180367,master only (1),-0.971531402,
Grimezsz,0.0206186,97,1,1103682,master only (1),-1.377448007,
ciara,0.0205479,146,1,11408835,master only (1),-0.893636097,
Diddy,0.0205479,146,1,15654223,master only (1),-0.463206052,
naomiosaka,0.0205479,146,1,511141,master only (1),0,
TinchyStryder,0.0205479,146,1,670713,master only (1),0.279967129,
cj_wentz,0.0204082,49,1,1070395,master only (1),0,
klrahul11,0.0204082,98,1,4001924,master only (1),0,
TylerBaltierra,0.0204082,98,1,1104842,master only (1),0.57412372,
Calfreezy,0.020202,198,1,1554056,master only (1),-0.438982632,
jaysonst,0.0201511,1191,1,599276,master only (1),-0.757304969,
BustaRhymes,0.0201342,149,1,3735702,master only (1),-0.736841475,
LizGillies,0.0199336,301,1,3312270,master only (1),-1.079283456,
ALISHAMARIE,0.0198864,704,1,5110593,master only (1),0.111697801,
chinamcclain,0.0198676,151,1,1516575,master only (1),-1.624373626,
MagicJohnson,0.0198676,151,1,4932142,master only (1),0.219083199,
Astro_Mike,0.019802,202,1,1201848,master only (1),0.76310673,
bethanyhamilton,0.0197842,556,1,1431177,master only (1),1.292940328,
ChuckLiddell,0.0196078,51,1,820503,master only (1),1.410895022,
KaylaniLive,0.0196078,51,1,882193,master only (1),-0.566352776,
StephenTries,0.0196078,51,1,598662,master only (1),0.167901854,
DanicaPatrick,0.0196078,102,1,1831780,master only (1),0.500154238,
itsmeclaudineb,0.0196078,102,1,789011,master only (1),-0.656753133,
SamiZayn,0.0196078,102,1,1193188,master only (1),-1.624668487,
TheTimMcGraw,0.0196078,204,1,3034291,master only (1),0.777061235,
RikerLynch,0.0196078,255,1,887088,master only (1),0,
IanWright0,0.0196078,306,1,1721710,master only (1),-0.741682041,
Therealkiss,0.0194175,103,1,1746892,master only (1),-0.902162708,
WestwoodLee,0.0193237,207,1,928193,master only (1),0.440537179,
FrankieEssex,0.0192308,52,1,599183,master only (1),-0.241361439,
ParisJackson,0.0192308,52,1,1332560,master only (1),-1.241567411,
THETOMMYDREAMER,0.019209,885,1,602841,master only (1),1.115965812,
JayGlazer,0.0191898,469,1,1200849,master only (1),1.118590411,
TonyStewart,0.0188679,53,1,706467,master only (1),0,
MHarrisPerry,0.0188088,319,1,681517,master only (1),-1.146528338,
kellyclarkson,0.0187266,267,1,12371260,master only (1),-0.628964925,
femfreq,0.0186916,107,1,715944,master only (1),-2.340530655,
ForeverMalika,0.0186916,107,1,1220198,master only (1),-0.521772849,
muyskerm,0.0186916,107,1,518271,master only (1),-0.588942469,
Terroriser,0.0186916,214,1,1216281,master only (1),0.928323821,
TonyDungy,0.0186335,161,1,880347,master only (1),1.770261024,
darewolf333,0.0186047,645,1,611757,master only (1),0.210646531,
DrWeil,0.0185874,269,1,623610,master only (1),-0.931480417,
alexmorgan13,0.0185185,54,1,4012954,master only (1),-0.214047625,
itsenriquegil,0.0185185,54,1,5477073,master only (1),0,
JahangirKTareen,0.0185185,54,1,3484568,master only (1),0.690637105,
michkeegan,0.0185185,54,1,3538946,master only (1),0,
tim_cook,0.0185185,54,1,11674036,master only (1),-1.004988371,
BraunStrowman,0.0185185,108,1,595917,master only (1),0,
LeVeonBell,0.0185185,108,1,1882911,master only (1),0,
HarithIskander,0.0185185,216,1,901138,master only (1),0.084890109,
JoelMadden,0.0183824,272,1,838565,master only (1),-0.439632944,
etihad,0.0183486,109,1,703681,master only (1),0,
itsdougthepug,0.0183486,218,1,2784121,master only (1),-0.154492218,
arrahman,0.0182927,164,1,22760728,matched (3),0,
IrynaIvanova,0.0182927,164,1,918094,master only (1),0,
antonycotton,0.0182648,219,1,583664,master only (1),-1.188503077,
DanielleMoinet,0.0181818,55,1,957870,master only (1),-0.292257509,
gwenstefani,0.0181818,55,1,2767738,master only (1),0.112969905,
VictoriaJustice,0.0181818,55,1,10430957,master only (1),0.188498595,
fluffyguy,0.0181269,331,1,1071158,master only (1),0.721620646,
markingram21,0.018018,111,1,590494,master only (1),0.915882508,
gilly381,0.0178571,56,1,834488,master only (1),1.019903272,
rileyreidx3,0.0178571,56,1,1819234,master only (1),-0.365504016,
RobGronkowski,0.0178571,56,1,3102585,master only (1),1.088488383,
illwah,0.0178571,168,1,532783,master only (1),1.587982383,
ALETTAOCEANXXXX,0.0177936,281,1,536435,master only (1),0,
petercrouch,0.0176991,113,1,849545,master only (1),-0.741529049,
Chloe_Sims,0.0176471,170,1,1037781,master only (1),-0.535036254,
Barber_Edward_,0.0175439,57,1,518829,master only (1),0.417627626,
DeSeanJackson10,0.0175439,57,1,923241,master only (1),-0.398302515,
AndreDrummond,0.0175439,171,1,838349,master only (1),-0.061927904,
SiriouslySusan,0.0175439,171,1,2062559,master only (1),-0.28947202,
lights,0.0174672,229,1,684565,master only (1),-0.117573095,
myfabolouslife,0.0174216,287,1,4130258,master only (1),-2.035317508,
anavenkat,0.0172414,58,1,570853,master only (1),0.719499946,
reba,0.0172414,58,1,2286040,master only (1),0.479331511,
ZakkWyldeBLS,0.0172414,174,1,763715,master only (1),0.291045423,
funkeakindele,0.0172414,1218,1,1120711,master only (1),0,
MariahCarey,0.0171429,175,1,21413603,matched (3),-1.300636914,
themotleyfool,0.017094,234,1,763207,master only (1),0.947459229,
MahoganyLOX,0.0170648,293,1,1348129,master only (1),0.344217321,
AlissaViolet,0.0169492,59,1,2507336,master only (1),-1.24168675,
kanebrown,0.0169492,118,1,1677213,master only (1),1.105637566,
katewalsh,0.0169492,118,1,886855,master only (1),-1.625561655,
antanddec,0.0168539,178,1,6798001,master only (1),-0.018365398,
TheRock,0.0168067,238,1,14512220,master only (1),0.222894299,
alfaromeoracing,0.0166667,120,1,761823,master only (1),1.030781307,
dogwatisaw,0.0165289,121,1,589382,master only (1),0,
KareenaK_FC,0.0163934,244,1,1267320,master only (1),0,
griffinbarrowsx,0.0163551,428,1,521869,master only (1),-1.545452074,
lildickytweets,0.0163132,613,1,622986,master only (1),0.144494328,
kickthepj,0.0162602,123,1,721335,master only (1),-0.279152297,
UKCoachCalipari,0.0161943,247,1,1637258,master only (1),0.377260988,
BryantEslava,0.0161663,433,1,2192511,master only (1),0,
allysonfelix,0.016129,62,1,742868,master only (1),-0.676145556,
SteveMartinToGo,0.016129,62,1,8557211,master only (1),-0.990562092,
ARizzo44,0.016129,124,1,887638,master only (1),0.162265105,
mrvincecarter15,0.016129,186,1,1031503,master only (1),0.14434073,
MarcusRashford,0.016129,248,1,2616154,master only (1),0,
ellamai,0.0160428,187,1,1042247,master only (1),-0.426553703,
MsArianaMarie,0.0159363,251,1,564803,master only (1),1.251310504,
zanelowe,0.0159151,377,1,694275,master only (1),0.045309324,
chetrisunil11,0.015873,63,1,1612868,master only (1),-1.203375572,
milktpapi,0.015873,63,1,915477,master only (1),-0.392281699,
MsSarahPaulson,0.015873,63,1,966142,master only (1),-1.880261168,
RandyHouser,0.015873,63,1,565185,master only (1),1.260211893,
SethEverman,0.015873,63,1,597155,master only (1),0.782515971,
rianjohnson,0.015873,126,1,1052610,master only (1),-1.365466436,
gsuite,0.015873,315,1,844663,master only (1),0.101005084,
iamlorengray,0.0158103,253,1,1103067,master only (1),0,
KeshaRose,0.0157895,190,1,3457736,master only (1),-0.245520789,
FatinSL,0.015625,64,1,3048750,master only (1),-0.030010457,
intanladyana,0.015625,64,1,576775,master only (1),0.909396921,
yvonneokoro,0.015625,64,1,747521,master only (1),0,
Jaclynhill,0.015625,128,1,2111987,master only (1),-0.203832575,
dariusrucker,0.015625,192,1,1619855,master only (1),-0.528654256,
Anushka_ASF,0.015544,193,1,896503,master only (1),0,
euphonik,0.0154867,452,1,1710692,master only (1),0,
VJAnusha,0.0153846,65,1,716208,master only (1),-0.245718307,
KylaPratt,0.0153257,261,1,567292,master only (1),-1.82218574,
Dloading,0.0151515,66,1,529814,master only (1),0,
MarkRonson,0.0150376,133,1,583167,master only (1),-1.481562617,
BhadBhabie,0.0149254,67,1,581110,master only (1),-0.667030951,
jordiporn,0.0149254,67,1,763924,master only (1),0,
leonthomas,0.0149254,67,1,1092199,master only (1),-0.744393663,
WTFTheRealJoJo,0.0149254,67,1,597189,master only (1),1.255350568,
50cent,0.0148064,878,1,11782920,master only (1),-1.406721958,
tannerfox,0.0147783,203,1,585610,master only (1),-1.214181711,
WWERoadDogg,0.014531,757,1,521825,master only (1),1.633568391,
Chris_Smoove,0.0143885,278,1,534361,master only (1),1.353346875,
AllWaltrip,0.0142857,70,1,621378,master only (1),1.403264101,
GlennHowerton,0.0142857,70,1,561438,master only (1),-1.003619323,
TenilleDashwood,0.0142857,70,1,1586921,master only (1),0.678253751,
MJD,0.0142857,210,1,527411,master only (1),0.585052184,
RapSheet,0.0142296,2038,1,2282451,master only (1),-0.755118007,
iamVikramPrabhu,0.0141844,141,1,2107419,master only (1),0.46032301,
lucyhale,0.0141643,353,1,7215016,master only (1),-0.50054956,
jamieleecurtis,0.0141509,212,1,536443,master only (1),-1.923617846,
AJStylesOrg,0.0140845,71,1,1131811,master only (1),2.011391715,
shemarmoore,0.0140845,71,1,859438,master only (1),-0.317985582,
vdsar1970,0.0140845,71,1,1418182,master only (1),-0.262342296,
KeatonStromberg,0.0140845,213,1,556062,master only (1),0,
ashanti,0.0140449,356,1,1949826,master only (1),-0.649740475,
lisadaniels3,0.0140351,285,1,582661,master only (1),-0.532115934,
DjASHBA,0.013986,143,1,526615,master only (1),1.131644731,
sadierob,0.013986,143,1,1875611,master only (1),1.146604885,
BaronDavis,0.013986,429,1,1057711,master only (1),0.646475914,
ninjasexparty,0.013986,429,1,743858,master only (1),0.847462803,
AlexisRenG,0.0137931,145,1,1591620,master only (1),-0.200879131,
HunterRowland,0.0137931,145,1,955686,master only (1),0,
jasonsegel,0.0137931,145,1,2176897,master only (1),-1.287765728,
louistheroux,0.0137931,145,1,2081260,master only (1),0.960768196,
kurtisconner,0.0137615,218,1,538958,master only (1),0.159052282,
JAYBUMAOM,0.0137615,436,1,1534099,master only (1),-0.005242536,
KarachiKingsARY,0.013712,1021,1,764087,master only (1),0,
AdrianPeterson,0.0136986,146,1,1149861,master only (1),0.799614455,
Espngreeny,0.0136986,511,1,1186402,master only (1),-0.991742118,
